#Id	Organism	TaxonID	Full Taxonomy	 Doubling Time	CDS_GC	CDS_GC_nostartstop	Ribo_prot_GC_nostartstop	CDS_number	Intragenic_GC	Gene_density	Coding_density	Genome_length	Intragenic_length	CDS_length	tRNA_number	All_NC_wright	All_NC_novembre	All_NC_info	Ribo_NC_wright	Ribo_NC_novembre	Ribo_NC_info	Ribo_prot_number	Information_content_all(-20_-4)	Information_content_ribo(-20_-4)	Information_content_all_mean_random(-20_-4)	Information_content_ribo_mean_random(-20_-4)	Mean_binding_all	Mean_binding_ribo	Mean_binding_all_mean_random	Mean_binding_ribo_mean_random	Location_of_best_binding_all	Location_of_best_binding_ribo	ATG_start_percent	16s_copies	23s_copies	CDS_with_SD_utr_motif	Expected_CDS_with_SD_utr_motif	CDS_with_SD_utr_binding	Expected_CDS_with_SD_utr_binding	RP_information_percentile	RP_information_zscore	aSD_binding_score_ribosome	aSD_binding_score_all	Internal_SD_seqs	Mean_folding_init	Mean_folding_internal	Mean_folding_diff	Mean_folding_init_ribo	Mean_folding_internal_ribo	Mean_folding_diff_ribo
GCA_000046685	Bartonella quintana str. Toulouse	283165	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella.	3.0	0.40339780237602885	0.4043906280251116	0.432280701754386	1224.0	0.3833097803033638	0.7808135152499329	0.7330041280296247	1581384.0	346618.0	1159161.0	41.0	46.70668600748746	51.523279139080444	58.38530990858624	42.24289090070675	45.855050566078674	55.149273650169505	55.0	2.8009721709707915	5.781426013213902	1.6289894013328912	2.398025911809388	-3.6744108019639987	-5.588333333333332	-1.3341315220949255	-1.7781885185185184	16.0	16.0	0.875	2.0	2.0	765.0	263.222	614.0	181.636	100.0	5.614228688266387	2.4057015044906205	2.666115220658201	201.0	-6.577274220032841	-9.271954022988506	2.694679802955665	-7.711538461538462	-11.171153846153846	3.4596153846153848
GCA_000691605	Bdellovibrio bacteriovorus	959	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio.	1.4	0.510390702653108	0.5119096055242335	0.4487404070737404	3593.0	0.45764380679802835	0.9255169201762623	0.9219154940167245	3830427.0	285302.0	3531330.0	34.0	49.58407591121128	49.66744075379158	57.236363905966414	39.80240749042813	38.7843797030191	51.38976390216089	54.0	1.1670870325602607	4.395989639779959	0.24030141787210146	1.4483344302189087	-4.33633630289532	-6.128333333333335	-1.575906169265042	-1.7258155555555557	18.0	17.0	0.8419148344002226	1.0	1.0	2207.0	810.342	2115.0	672.346	100.0	8.0226615083715	1.6657042073277024	2.776560301610623	234.0	-9.567039821776666	-12.999253689780003	3.4322138680033416	-7.298148148148148	-10.97037037037037	3.672222222222222
GCA_000007525	Bifidobacterium longum NCC2705	206672	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium.	1.51	0.6086165124129598	0.6101693853909014	0.6236900165471594	1726.0	0.5634999047446048	0.8633317675836643	0.8537897050482133	2256640.0	308411.0	1926696.0	56.0	40.368751230460944	47.53725351596627	57.44286578328483	31.181610170370426	37.52470926794142	48.956725693164856	52.0	1.5350055916379173	3.9786602429153133	0.42093236728109507	1.6986303357469121	-4.268314020857467	-5.590384615384614	-1.9782336152954831	-1.932548076923077	17.0	16.0	0.7427578215527231	4.0	4.0	1180.0	520.026	1059.0	471.378	100.0	4.942754512624852	2.4500663545854313	2.924903916509675	431.0	-11.666651189785258	-16.394486360998258	4.727835171213	-10.056	-16.616	6.559999999999999
GCA_000195675	Bordetella bronchiseptica RB50	257310	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella.	1.42	0.685807030843919	0.6880404158165744	0.6247670983867303	4950.0	0.6828106098320313	0.9168694288016941	0.9116401604066843	5339179.0	443849.0	4867410.0	54.0	32.549130336585556	43.84661589392227	55.310912856904054	32.987670235882106	39.984637662884246	51.08688459584009	54.0	1.1616142487589987	3.2301780818385	0.6811667108823409	0.8205837127606638	-4.124146292180245	-5.730740740740742	-1.7226155182865357	-1.6263462962962962	17.0	17.0	0.8903030303030303	3.0	3.0	2815.0	973.684	2682.0	1082.796	100.0	4.539933857288878	1.7876642113411412	2.8428278599776204	813.0	-12.575352655046615	-22.050243210376976	9.474890555330362	-10.655769230769234	-17.40192307692308	6.746153846153847
GCA_000195695	Bordetella parapertussis 12822	257311	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella.	3.8	0.6853045191172469	0.6875426696582649	0.6244489888661667	4154.0	0.683150126497316	0.9166892738759888	0.8536481541728579	4773551.0	397688.0	4074933.0	52.0	32.53251341736412	43.745806869938505	55.174629154633756	33.040683765918125	40.01172499255329	51.122235600559705	54.0	1.0996540159816794	3.2301780818385	0.6641482479662293	0.8224162288858917	-4.019814591861296	-5.730740740740738	-1.6970105514086329	-1.6256996296296298	17.0	17.0	0.888781896966779	3.0	3.0	2310.0	790.916	2175.0	882.766	100.0	4.895084607438877	1.8336438249065454	2.807517289799646	666.0	-12.49811398212992	-22.037164936005794	9.539050953875876	-10.65576923076923	-17.244230769230768	6.588461538461538
GCA_000769595	Borreliella burgdorferi	139	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella.	4.0	0.2883810427166506	0.2886612128849746	0.32265976291047826	819.0	0.20103234686854785	0.9418548853777423	0.9307610628020384	910687.0	52952.0	847632.0	32.0	40.27588210403799	53.860588133176044	59.31319622522474	38.077668435267	48.42319370322913	57.89526598950697	54.0	4.3462634864489464	6.643773345047725	3.8861979437313545	4.75383495041532	-3.993015873015874	-6.250740740740741	-1.067500024420022	-1.5311418518518516	17.0	17.0	0.7924297924297924	1.0	2.0	543.0	135.332	471.0	83.986	100.0	3.7691987818295996	2.5725742753009615	2.5384353701268076	93.0	-5.02119804400978	-6.194804400977995	1.1736063569682151	-4.854716981132076	-7.124528301886792	2.2698113207547173
GCA_000196215	Borreliella bavariensis PBi	290434	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borreliella.	4.0	0.2852927890785766	0.2855429274718512	0.32198425773384587	801.0	0.2853949829481532	0.9421772393795493	0.9254273726397463	904246.0	52286.0	836814.0	32.0	39.875433903595706	54.00843474810054	59.44902891834544	38.28752906600067	48.78633059205982	58.00754200305649	53.0	4.483155499640929	6.8053470806553324	3.9022041455620764	4.783033365141079	-4.109288389513114	-6.39056603773585	-1.0723161048689112	-1.5279343396226412	17.0	17.0	0.7902621722846442	2.0	2.0	538.0	133.052	483.0	82.114	99.97	3.744067847609165	2.705388823834183	2.580409241790429	117.0	-5.0708375	-6.199237499999999	1.1283999999999998	-4.638461538461539	-6.484615384615385	1.8461538461538465
GCA_000284375	Bradyrhizobium japonicum USDA 6	1037409	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium.	20.0	0.645310341973457	0.6474395938422681	0.6439315798521574	8192.0	0.5903621691942395	0.8407832235518796	0.8161735189930169	9207384.0	1465970.0	7514823.0	51.0	38.150576545277886	47.79784831427931	58.09382129676828	32.550694362228555	41.03106758808313	53.684353896514104	54.0	1.2405207894867705	3.1545846627088903	0.4966336852506766	1.2911246109720222	-4.478327636718773	-5.717777777777781	-2.053677270507819	-2.0965681481481484	17.0	16.0	0.8486328125	2.0	2.0	4908.0	2167.18	4885.0	2323.806	99.97	4.134119922175784	2.362748482170145	3.078587637197598	2048.0	-13.389127672571776	-19.26685033598045	5.877722663408675	-12.009433962264152	-17.879245283018868	5.869811320754717
GCA_000008145	Brucella abortus bv. 1 str. 9-941	262698	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella.	2.0	0.5836809524065042	0.5855868119062461	0.5884002549394519	3086.0	0.4928146339227843	0.8675100298346694	0.8505984429984376	3286445.0	435421.0	2795445.0	54.0	43.708796571250964	47.656137756680685	56.80078545719974	36.437782365973604	39.93882783418489	50.96075776715301	54.0	1.3215157720807083	4.567752236017057	0.2448098292804214	1.8508554199193574	-4.457754374594919	-5.544629629629629	-1.9291352106286517	-2.2275718518518515	17.0	16.0	0.87200259235256	3.0	3.0	2070.0	874.448	1893.0	805.16	100.0	8.414106506344844	1.7856804532143873	2.8356905530575935	438.0	-11.01877003598299	-16.59604187111547	5.577271835132482	-10.141509433962264	-16.98679245283019	6.845283018867924
GCA_000740415	Brucella melitensis bv. 1 str. 16M	224914	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella.	2.0	0.5838725878386477	0.585765797485582	0.5885859226379201	3011.0	0.49282253110994834	0.8673548269608699	0.8382007876106866	3294775.0	437036.0	2761683.0	53.0	43.69381357603913	47.6543827319916	56.80207907531423	36.542784213739075	40.050488011766014	50.965335251186914	55.0	1.3663548708252529	4.469894746121487	0.24814685439715126	1.8433399225840803	-4.505234297108659	-5.502000000000001	-1.9291599135925617	-2.229529090909091	17.0	16.0	0.8824310860179343	3.0	3.0	2044.0	854.192	1865.0	784.91	100.0	7.949158095026392	1.7796344988576818	2.8349617149608384	430.0	-10.90710023466309	-16.59520616828696	5.688105933623869	-10.141509433962264	-16.947169811320755	6.805660377358489
GCA_000223195	Brucella suis 1330	204722	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella.	2.0	0.5840200084140872	0.5858999947608169	0.5887826641172722	3021.0	0.49287905132162463	0.8684155198402009	0.8460579464720136	3315163.0	436224.0	2804820.0	54.0	43.62618915004023	47.60669932699318	56.791169134743065	36.57792881282515	40.09240172862276	50.9343206514412	54.0	1.4371305274579629	4.545844338862821	0.2613472775510286	1.8126291872825149	-4.5968288646143405	-5.565555555555556	-1.9452075935120883	-2.201765185185185	17.0	16.0	0.8864614366103939	3.0	3.0	2083.0	868.164	1910.0	796.246	100.0	7.74546949390011	1.8014177201845682	2.8314840931160585	428.0	-10.860774365821095	-16.576168224299064	5.71539385847797	-10.162264150943395	-16.896226415094343	6.733962264150943
GCA_000007725	Buchnera aphidicola str. Bp (Baizongia pistaciae)	224915	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Buchnera.	36.0	0.27011256190905	0.27048838684345644	0.29880683953400977	515.0	0.15537093172660704	0.8288418455144647	0.811268222994253	615980.0	105430.0	499725.0	31.0	37.28140529745456	53.263913767616145	60.114476250956976	36.0143200352398	47.99125105062232	58.68435239957854	54.0	5.001874995833845	5.316844018315755	4.996947672102855	5.2668190107244115	-2.5524319066147863	-3.906666666666666	-0.6171389494163416	-0.8469485185185186	16.0	16.0	0.8893203883495145	1.0	1.0	259.0	42.904	145.0	19.458	27.029999999999998	-0.6318930696825853	2.0610107619972595	2.295931157332708	106.0	-4.140546875	-5.686484375	1.5459375	-4.6090384615384625	-5.981538461538462	1.3724999999999996
GCA_000007365	Buchnera aphidicola str. Sg (Schizaphis graminum)	198804	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Buchnera.	36.0	0.26271426939250875	0.263067132462562	0.3075725406935598	561.0	0.2511877309106569	0.8979038247481503	0.8459811615486068	641454.0	65490.0	542658.0	31.0	35.80540963687738	51.31264339818753	59.89606345048281	36.07611888028164	46.128156128168655	57.969293023112265	54.0	5.633531013518121	6.45631229702453	5.614585165041224	5.499805970878318	-2.782839285714291	-4.512037037037039	-0.5851369642857134	-0.8436851851851852	16.0	16.0	0.8966131907308378	1.0	1.0	279.0	44.822	159.0	21.106	65.96	0.40126537396676637	2.1357646138148887	2.2965153911141813	130.0	-4.148870967741935	-5.650501792114695	1.50163082437276	-5.048076923076923	-6.205769230769231	1.1576923076923078
GCA_000011705	Burkholderia mallei ATCC 23344	243160	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	0.75	0.6863860087593869	0.6886830490927913	0.6229977628635347	5022.0	0.674326437115951	0.8714302924140356	0.8071502368166577	5835527.0	750272.0	4710147.0	55.0	33.031663524385294	44.433000584384175	55.95824440350023	32.066750222989214	38.563896742052094	51.67345679200817	56.0	0.9722571562915638	3.522570668394194	0.7086580049769777	0.9314974510677015	-3.483530465949808	-5.863035714285714	-1.8803232377538939	-1.8369378571428572	17.0	17.0	0.7825567502986858	4.0	3.0	2336.0	1051.888	2367.0	1257.0	100.0	6.617355804518207	1.9177375383824256	2.631209364845799	658.0	-14.626298252742787	-22.076649735879723	7.450351483136935	-10.507407407407404	-18.074074074074073	7.566666666666668
GCA_000011545	Burkholderia pseudomallei K96243	272560	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	1.0	0.683765359093079	0.6858270595310489	0.6235431235431236	5726.0	0.6826916429989973	0.8385586185229292	0.8263318609730989	7247547.0	1170054.0	5988879.0	58.0	33.12157352025096	44.31613403881974	55.94593688311553	32.0490912795554	38.59233422821764	51.66396190059787	56.0	1.066871406068414	3.3977316807921474	0.6956025202344176	0.976105623974371	-3.8471510917030565	-5.75642857142857	-1.8307000593886575	-1.8719060714285716	17.0	17.0	0.8143555710792875	4.0	4.0	2962.0	1210.262	2884.0	1375.136	100.0	5.912877489725463	1.9194082865220317	2.6877311544797036	873.0	-13.390863157894737	-22.121487719298244	8.73062456140351	-10.68148148148148	-17.890740740740743	7.209259259259261
GCA_000018305	Caldivirga maquilingensis IC-167	397948	Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Caldivirga.	8.0	0.43918829514856006	0.4402703686684027	0.46703375800762975	1996.0	0.4310053226862855	0.8829419219693035	0.8730462122280533	2077567.0	243196.0	1813812.0	40.0	45.32953339329992	46.912480302227536	55.91546587465141	43.59657671395707	45.62858013557532	52.976855004059956	61.0	0.6603123360051679	1.4322912164595278	0.9886837775090745	1.1595098898480858	-2.0657565130260602	-3.044166666666665	-1.2181526252505033	-1.8128440000000001	16.0	7.0	0.750501002004008	1.0	1.0	515.0	339.704	494.0	267.748	82.09	0.9173034853128449	4.77933861564668	4.154791731723973	3061.0	-9.439348370927318	-10.672050125313284	1.2327017543859649	-11.299999999999999	-11.268333333333334	-0.031666666666666836
GCA_000009085	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	192222	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter.	1.5	0.30840708876650064	0.3088814171726803	0.34490508296275046	1572.0	0.303870547036524	0.9523351168853005	0.9162195602629577	1641481.0	78241.0	1503957.0	43.0	39.864152331256975	51.56437023211406	58.5557751648166	37.94458188024074	46.23719960032621	56.658265889965605	53.0	5.576329582022918	8.167251560492979	3.991918716771691	3.9723960777484115	-4.154462126034387	-5.953773584905661	-0.9216870782940775	-1.205120754716981	18.0	17.0	0.878498727735369	3.0	3.0	1165.0	231.662	820.0	129.828	99.88	3.276979505491957	1.8904409589279785	2.2791283657632113	152.0	-4.737984546039923	-6.881352221506761	2.1433676754668385	-4.752000000000001	-7.718000000000001	2.966
GCA_000043285	Candidatus Blochmannia floridanus	203907	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; ant endosymbionts; Candidatus Blochmannia.	36.0	0.28896056648125223	0.289425685276565	0.3097307308733438	582.0	0.26944812909634425	0.846436219894353	0.8278523209322564	705557.0	108348.0	584097.0	36.0	37.17234801985353	51.61388572644338	59.55566396716831	36.232922937377396	48.27372816123881	57.37295163168716	51.0	4.933606695569281	5.837483495897667	4.929459162431312	5.458397598097351	-2.203287435456108	-3.5476470588235296	-0.7353597246127347	-1.0493800000000002	16.0	16.0	0.8814432989690721	1.0	1.0	211.0	60.484	164.0	31.922	71.59	0.5599659247377318	2.6825999358687573	2.74120117544591	207.0	-4.709982788296041	-6.307779690189328	1.5977969018932874	-4.786274509803921	-6.484313725490196	1.6980392156862745
GCA_000012345	Candidatus Pelagibacter ubique HTCC1062	335992	Bacteria; Proteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter.	30.0	0.2979755198005824	0.2985256107000688	0.3115231313538448	1333.0	0.2538220666789464	0.9640690149981777	0.9606512734582914	1308759.0	47025.0	1257261.0	31.0	36.70504399193642	51.85652753533959	60.099096119747394	35.755316002441546	47.04361415556856	58.38269701080219	52.0	4.228526409573515	4.2477135716140015	4.169854479443067	4.433147074221985	-1.2586936936936894	-1.9844230769230768	-0.6435351351351304	-0.8716492307692308	16.0	15.0	0.9309827456864216	1.0	1.0	293.0	125.836	199.0	65.244	10.620000000000001	-1.23191551146383	1.9973382448845527	2.3507804209251923	151.0	-4.098654135338346	-6.498609022556391	2.399954887218045	-3.2954901960784313	-6.566470588235294	3.2709803921568628
GCA_000012865	Carboxydothermus hydrogenoformans Z-2901	246194	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Carboxydothermus.	2.0	0.42517931006187737	0.4264015335712797	0.45430991529646236	2406.0	0.34103616163659217	0.909122555714714	0.8931380958726141	2401520.0	218244.0	2144889.0	47.0	52.109704328730345	51.97257352743825	58.40909478178766	50.02896001248319	48.006580859391065	57.564377818295924	56.0	4.514379823784532	7.626662363175439	1.8778628490981017	3.02409958974689	-7.327772236076452	-9.959454545454552	-2.1233562261014156	-2.834856363636364	16.0	16.0	0.7381546134663342	4.0	4.0	1961.0	888.96	2118.0	734.634	100.0	4.60695924739586	2.948562716939124	3.4740166782454915	528.0	-7.9164125	-10.163316666666669	2.2469041666666665	-7.7846153846153845	-10.68846153846154	2.9038461538461533
GCA_000022005	Caulobacter crescentus NA1000	565050	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter.	1.5	0.6769155302658687	0.6791619699575171	0.646740307559021	3885.0	0.6703138204472809	0.9109215125964369	0.9076290976170989	4042929.0	360138.0	3669480.0	50.0	33.960120505754446	45.28463775196535	56.692097141609416	29.765586566875037	37.690518955033404	48.581786581331535	54.0	1.0982555702776313	2.6029663242239893	0.8236815338791159	1.294911707851249	-3.9316499356499253	-4.9074074074074066	-2.070236468468477	-1.947467037037037	17.0	16.0	0.7428571428571429	2.0	2.0	2133.0	914.282	2095.0	1106.156	99.65	2.9969822428191857	2.057886016166301	3.192285775073989	864.0	-15.131725955204214	-20.850919631093543	5.719193675889328	-13.388461538461534	-18.200000000000003	4.811538461538462
GCA_000008745	Chlamydophila pneumoniae CWL029	115713	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	24.0	0.4134727029113232	0.41436217286864174	0.393972256111337	1029.0	0.4075306005978821	0.90111280004552	0.8729904164261967	1230230.0	121654.0	1073979.0	37.0	51.71866859778536	55.747264235407286	59.80317520773755	45.6066729332734	49.451497359271414	59.09337794390446	53.0	1.81329070086203	5.0959954523646	1.3694740193175599	3.0479201166543244	-2.865102040816327	-4.559245283018867	-1.1055348299319707	-1.6735271698113208	18.0	17.0	0.8289601554907677	1.0	1.0	476.0	170.712	358.0	113.558	100.0	7.297364704141072	2.624458803945923	3.066908110428011	355.0	-6.480292682926828	-9.135521951219513	2.655229268292683	-5.403921568627451	-9.303921568627452	3.9
GCA_000590735	Chlamydia trachomatis	813	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia.	24.0	0.41650020832485923	0.4174403535000575	0.4188479151602796	885.0	0.3648802355145189	0.9101855323686712	0.8725199777902019	1042783.0	93657.0	909849.0	37.0	50.46134167707026	54.739118054529754	59.48763276225457	46.686914737525996	49.53008028447974	58.39002305817071	53.0	1.4823328147875745	4.700059018898511	0.8911909819220896	3.094147749303144	-3.4047831050228368	-4.505849056603774	-1.3176848173515967	-1.8434581132075474	18.0	17.0	0.880225988700565	2.0	2.0	465.0	171.39	379.0	128.146	100.0	7.9330692092298625	2.820661043660852	3.1502251050944285	259.0	-7.19056653491436	-10.216258234519103	3.025691699604743	-6.091304347826087	-10.443478260869565	4.352173913043479
GCA_000026025	Chlamydophila abortus S26/3	218497	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydophila.	24.0	0.40492023013590717	0.4058230216903213	0.40127157129881924	930.0	0.32795743504698727	0.9063638993094059	0.869676688713597	1144377.0	107155.0	995238.0	37.0	50.99993602828363	55.7093612435481	59.960169934188464	47.603226365135086	51.08831762157546	59.2906707529109	52.0	1.9229299629999308	4.8239479697058165	1.3914571626471752	3.061742687145788	-2.974075268817208	-4.508076923076922	-1.1208745591397828	-1.6952284615384614	17.0	16.0	0.8870967741935484	1.0	1.0	428.0	156.866	338.0	104.482	100.0	6.3660285096845675	2.503481667558169	2.957323478122631	219.0	-6.4546336206896555	-9.28967672413793	2.835043103448276	-5.921568627450982	-9.090196078431372	3.1686274509803916
GCA_000007605	Chlamydophila caviae GPIC	227941	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydophila.	24.0	0.39864718832064294	0.39953436845476104	0.4003726933915099	966.0	0.3200177899971698	0.9065119014138522	0.8911563930151101	1173390.0	109698.0	1045674.0	37.0	49.31591797535359	54.69239230928932	59.77609364315634	46.87136610297511	50.408845723740384	59.05729056290455	52.0	1.9384095443440974	4.875172423601858	1.4061348348831215	3.0910774165589237	-3.012732919254665	-4.398846153846154	-1.1170123395445117	-1.6902538461538463	17.0	17.0	0.8830227743271222	1.0	1.0	450.0	160.686	359.0	109.082	100.0	6.406770012053721	2.5079307481511846	2.9665869835387237	233.0	-6.39158713692946	-9.470632780082987	3.079045643153527	-5.74313725490196	-9.329411764705881	3.586274509803922
GCA_000006985	Chlorobium tepidum TLS	194439	Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobaculum.	2.0	0.5765614908273206	0.5785550620089794	0.545290590197935	2245.0	0.5640447048089771	0.8964929979683945	0.8801482728569533	2154946.0	223052.0	1896672.0	49.0	44.70917540095269	50.09562560435202	58.84635024231007	44.276257594159354	45.70368072406156	56.60149064433378	54.0	0.4885340380777621	2.831673839566551	0.22558986373202672	2.1419730818021328	-2.0606862745098127	-2.557222222222222	-1.2440101426025003	-1.0917033333333335	17.0	16.0	0.7599109131403118	2.0	2.0	642.0	383.092	514.0	309.662	100.0	7.1529820491502925	2.5518515579171894	3.1718978532325104	965.0	-8.787328395061726	-15.186133333333334	6.398804938271605	-5.537735849056602	-13.856603773584903	8.318867924528302
GCA_000018865	Chloroflexus aurantiacus J-10-fl	324602	Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexineae; Chloroflexaceae; Chloroflexus.	6.0	0.5712911094408123	0.5727796101492943	0.5663285600636436	3853.0	0.552003753700294	0.8197810000910899	0.8045539627816918	5258541.0	947689.0	4230780.0	48.0	51.02241653881075	53.218667716350275	58.233466181772094	47.82955011565404	49.26897412053157	56.6334733865522	53.0	1.5058760559743471	4.038921448841165	0.18669610695174688	1.240765968290996	-4.979138333765891	-6.904339622641511	-1.9339476771347082	-2.336710566037736	17.0	16.0	0.8915131066701272	3.0	3.0	2667.0	1050.472	2553.0	994.136	100.0	5.56385189195176	2.4995550994213067	2.779306010281708	411.0	-11.087138773388773	-15.669797297297299	4.582658523908524	-11.559615384615382	-15.60384615384615	4.044230769230769
GCA_000007705	Chromobacterium violaceum ATCC 12472	243365	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium.	0.8	0.6630004915555758	0.6652245663759995	0.5919360937795425	4195.0	0.5386095566483899	0.8740814720021552	0.8576616264091533	4751080.0	598249.0	4074819.0	97.0	32.81880125724865	42.838491425104465	54.884057183940136	31.95229839888964	36.30731069434783	49.006493633712374	53.0	1.1947811862697997	3.2241264481781227	0.35727028570991526	0.9895107740046185	-4.321609058402836	-5.561698113207545	-1.8479532395709284	-1.7055373584905662	17.0	17.0	0.8855780691299165	8.0	8.0	2593.0	1006.426	2390.0	1030.306	99.98	4.210755030363668	1.7554333231842865	3.1320260338404755	1022.0	-11.90779632721202	-20.22439780586692	8.316601478654901	-9.032692307692308	-14.919230769230769	5.886538461538463
GCA_000008765	Clostridium acetobutylicum ATCC 824	272562	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	0.58	0.31520281203953554	0.31569161026271697	0.33433558840724964	3602.0	0.23976369932776534	0.8712868699376789	0.852271827612107	3940880.0	507243.0	3358701.0	72.0	39.52575523171674	53.31018140591932	59.43354384840758	36.404277650738855	47.8821548899204	57.550970920531086	59.0	5.811843573073193	8.112435601046288	3.5325333892533086	3.5267509654509523	-6.834680732926136	-9.640847457627121	-1.543221371460305	-1.9797264406779664	16.0	15.0	0.8031649083842309	11.0	11.0	3115.0	993.108	3213.0	669.234	99.97	3.5246607849777916	2.495676579833617	2.9031446221079302	861.0	-4.843024035774176	-6.76567635550587	1.9226523197316936	-5.492857142857142	-7.6375	2.144642857142857
GCA_000009685	Clostridium perfringens str. 13	195102	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	0.2	0.29494585071588564	0.29543034294036014	0.34629524886877827	2534.0	0.19576570688549194	0.8504329639806956	0.8141345833484527	3031430.0	453402.0	2467992.0	95.0	34.24041065471788	49.725161212069075	58.59974790961938	33.98973963644237	40.91623263016974	51.79619769883486	57.0	6.312998716199463	7.520197078781516	4.003937447500035	2.815764084674087	-7.055785319652686	-9.946071428571429	-1.564122209944755	-1.977382857142857	16.0	15.0	0.8571428571428571	10.0	9.0	2250.0	717.448	2302.0	482.58	86.94	1.1260032301737186	2.401288752202082	2.892889252816343	506.0	-4.639307753164558	-6.710814873417721	2.0715071202531647	-5.332075471698114	-7.505094339622641	2.173018867924528
GCA_000007625	Clostridium tetani E88	212717	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	0.5	0.2902362314242483	0.29066222332118535	0.3273875882571535	2620.0	0.2851887578438026	0.8866596814647918	0.8681311536550312	2799251.0	317268.0	2430117.0	52.0	35.832240731569684	52.55830916360791	59.6580365614923	34.47084903862573	46.99474426124659	57.25317878430553	57.0	6.1243490519785135	8.188955520818915	3.9216025244667425	3.5063647020548143	-6.83761450381678	-9.733859649122806	-1.5117313816793931	-2.1188266666666666	16.0	15.0	0.799618320610687	6.0	6.0	2242.0	720.332	2298.0	475.106	99.56	2.659495849362855	2.6758888033536348	2.914695403327689	678.0	-4.598397705544933	-6.2534034416826	1.6550057361376673	-5.516666666666667	-7.3425925925925934	1.8259259259259257
GCA_000012325	Colwellia psychrerythraea 34H	167879	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Colwellia.	7.14	0.3889006382948725	0.38986229705717285	0.4192690099425851	4393.0	0.3270224234157656	0.8462342597865696	0.8315952564403203	5373180.0	826211.0	4468311.0	87.0	47.13219373049793	52.56889723277042	59.310083402428134	37.67225605817484	39.43697470385812	51.67265215129415	53.0	2.8344690554290306	5.00006561762614	1.8130878523758158	2.2059602081556453	-3.4148508991577353	-5.542641509433963	-0.9886822353744696	-1.337967169811321	17.0	17.0	0.883223309811063	9.0	9.0	2380.0	659.932	1785.0	390.47	99.92999999999999	3.3721205664595164	1.2436222057443946	1.9655996106289486	221.0	-5.094322169059011	-9.174333561175665	4.0800113921166545	-7.109615384615385	-10.978846153846153	3.8692307692307697
